ID,Length,Width,Height,Source_X,Source_Y,Source_Z,Receiver_X,Receiver_Y,Receiver_Z,f1,f2,f3,f4,f5,f6,f7
RIR_007_case3_edc,3.0,3.0,3.5,1.4,2.0,1.5,1.0,1.0,1.5,0.29,0.6,0.85,0.83,0.69,0.63,0.3
RIR_007_case4_edc,3.0,3.0,3.5,1.4,2.0,1.5,1.0,1.0,1.5,0.26,0.42,0.61,0.61,0.61,0.64,0.24
RIR_007_case5_edc,3.0,3.0,3.5,1.4,2.0,1.5,1.0,1.0,1.5,0.24,0.38,0.5,0.47,0.37,0.32,0.1
RIR_007_case6_edc,3.0,3.0,3.5,1.4,2.0,1.5,1.0,1.0,1.5,0.2,0.34,0.45,0.44,0.38,0.34,0.01
RIR_007_case7_edc,3.0,3.0,3.5,1.4,2.0,1.5,1.0,1.0,1.5,0.14,0.16,0.25,0.24,0.22,0.24,0.01
RIR_007_case8_edc,3.0,3.0,3.5,1.4,2.0,1.5,1.0,1.0,1.5,0.26,0.32,0.32,0.27,0.24,0.22,0.21
RIR_007_case9_edc,3.0,3.0,3.5,1.4,2.0,1.5,1.0,1.0,1.5,0.22,0.34,0.39,0.41,0.4,0.4,0.39
RIR_007_case10_edc,3.0,3.0,3.5,1.4,2.0,1.5,1.0,1.0,1.5,0.2,0.35,0.46,0.45,0.36,0.32,0.1
RIR_007_case12_edc,3.0,3.0,3.5,1.4,2.0,1.5,1.0,1.0,1.5,0.25,0.48,0.62,0.6,0.52,0.49,0.27
RIR_007_case13_edc,3.0,3.0,3.5,1.4,2.0,1.5,1.0,1.0,1.5,0.22,0.41,0.52,0.45,0.4,0.39,0.18
RIR_007_case14_edc,3.0,3.0,3.5,1.4,2.0,1.5,1.0,1.0,1.5,0.17,0.15,0.14,0.18,0.17,0.16,0.03
RIR_007_case15_edc,3.0,3.0,3.5,1.4,2.0,1.5,1.0,1.0,1.5,0.22,0.21,0.2,0.22,0.2,0.17,0.04
RIR_007_case16_edc,3.0,3.0,3.5,1.4,2.0,1.5,1.0,1.0,1.5,0.19,0.3,0.38,0.45,0.39,0.31,0.01
RIR_007_case17_edc,3.0,3.0,3.5,1.4,2.0,1.5,1.0,1.0,1.5,0.15,0.23,0.3,0.39,0.37,0.36,0.22
RIR_007_case18_edc,3.0,3.0,3.5,1.4,2.0,1.5,1.0,1.0,1.5,0.27,0.24,0.22,0.17,0.09,0.08,0.02
RIR_007_case19_edc,3.0,3.0,3.5,1.4,2.0,1.5,1.0,1.0,1.5,0.22,0.26,0.24,0.22,0.22,0.22,0.2
RIR_007_case20_edc,3.0,3.0,3.5,1.4,2.0,1.5,1.0,1.0,1.5,0.17,0.19,0.2,0.16,0.08,0.07,0.02
RIR_007_case21_edc,3.0,3.0,3.5,1.4,2.0,1.5,1.0,1.0,1.5,0.11,0.12,0.13,0.18,0.17,0.14,0.01
RIR_007_case22_edc,3.0,3.0,3.5,1.4,2.0,1.5,1.0,1.0,1.5,0.09,0.05,0.04,0.04,0.03,0.02,0.02
RIR_007_case23_edc,3.0,3.0,3.5,1.4,2.0,1.5,1.0,1.0,1.5,0.18,0.25,0.26,0.23,0.22,0.22,0.21
RIR_007_case24_edc,3.0,3.0,3.5,1.4,2.0,1.5,1.0,1.0,1.5,0.14,0.27,0.36,0.3,0.24,0.24,0.03
RIR_007_case26_edc,3.0,3.0,3.5,1.4,2.0,1.5,1.0,1.0,1.5,0.12,0.12,0.12,0.17,0.16,0.15,0.02
RIR_007_case27_edc,3.0,3.0,3.5,1.4,2.0,1.5,1.0,1.0,1.5,0.17,0.18,0.18,0.21,0.19,0.16,0.03
RIR_007_case28_edc,3.0,3.0,3.5,1.4,2.0,1.5,1.0,1.0,1.5,0.11,0.11,0.11,0.17,0.16,0.14,0.02
RIR_007_case29_edc,3.0,3.0,3.5,1.4,2.0,1.5,1.0,1.0,1.5,0.13,0.17,0.22,0.26,0.26,0.27,0.14
RIR_007_case30_edc,3.0,3.0,3.5,1.4,2.0,1.5,1.0,1.0,1.5,0.16,0.18,0.17,0.14,0.07,0.07,0.02
RIR_007_case31_edc,3.0,3.0,3.5,1.4,2.0,1.5,1.0,1.0,1.5,0.11,0.19,0.19,0.19,0.2,0.21,0.21
RIR_008_case0_edc,3.0,3.0,3.5,1.0,1.8,1.5,2.0,1.8,1.5,0.19,0.34,0.55,0.62,0.62,0.64,0.64
RIR_008_case1_edc,3.0,3.0,3.5,1.0,1.8,1.5,2.0,1.8,1.5,0.26,0.42,0.6,0.58,0.56,0.58,0.24
RIR_008_case2_edc,3.0,3.0,3.5,1.0,1.8,1.5,2.0,1.8,1.5,0.25,0.26,0.26,0.19,0.1,0.08,0.03
RIR_008_case3_edc,3.0,3.0,3.5,1.0,1.8,1.5,2.0,1.8,1.5,0.29,0.6,0.85,0.83,0.69,0.63,0.3
RIR_008_case4_edc,3.0,3.0,3.5,1.0,1.8,1.5,2.0,1.8,1.5,0.26,0.42,0.61,0.61,0.61,0.64,0.24
RIR_008_case5_edc,3.0,3.0,3.5,1.0,1.8,1.5,2.0,1.8,1.5,0.24,0.38,0.5,0.47,0.37,0.32,0.1
RIR_008_case6_edc,3.0,3.0,3.5,1.0,1.8,1.5,2.0,1.8,1.5,0.2,0.34,0.45,0.44,0.38,0.34,0.01
RIR_008_case7_edc,3.0,3.0,3.5,1.0,1.8,1.5,2.0,1.8,1.5,0.14,0.16,0.25,0.24,0.22,0.24,0.01
RIR_008_case8_edc,3.0,3.0,3.5,1.0,1.8,1.5,2.0,1.8,1.5,0.26,0.32,0.32,0.27,0.24,0.22,0.21
RIR_008_case9_edc,3.0,3.0,3.5,1.0,1.8,1.5,2.0,1.8,1.5,0.22,0.34,0.39,0.41,0.4,0.4,0.39
RIR_008_case10_edc,3.0,3.0,3.5,1.0,1.8,1.5,2.0,1.8,1.5,0.2,0.35,0.46,0.45,0.36,0.32,0.1
RIR_008_case12_edc,3.0,3.0,3.5,1.0,1.8,1.5,2.0,1.8,1.5,0.25,0.48,0.62,0.6,0.52,0.49,0.27
RIR_008_case13_edc,3.0,3.0,3.5,1.0,1.8,1.5,2.0,1.8,1.5,0.22,0.41,0.52,0.45,0.4,0.39,0.18
RIR_008_case14_edc,3.0,3.0,3.5,1.0,1.8,1.5,2.0,1.8,1.5,0.17,0.15,0.14,0.18,0.17,0.16,0.03
RIR_008_case15_edc,3.0,3.0,3.5,1.0,1.8,1.5,2.0,1.8,1.5,0.22,0.21,0.2,0.22,0.2,0.17,0.04
RIR_008_case16_edc,3.0,3.0,3.5,1.0,1.8,1.5,2.0,1.8,1.5,0.19,0.3,0.38,0.45,0.39,0.31,0.01
RIR_008_case17_edc,3.0,3.0,3.5,1.0,1.8,1.5,2.0,1.8,1.5,0.15,0.23,0.3,0.39,0.37,0.36,0.22
RIR_008_case18_edc,3.0,3.0,3.5,1.0,1.8,1.5,2.0,1.8,1.5,0.27,0.24,0.22,0.17,0.09,0.08,0.02
RIR_008_case19_edc,3.0,3.0,3.5,1.0,1.8,1.5,2.0,1.8,1.5,0.22,0.26,0.24,0.22,0.22,0.22,0.2
RIR_008_case20_edc,3.0,3.0,3.5,1.0,1.8,1.5,2.0,1.8,1.5,0.17,0.19,0.2,0.16,0.08,0.07,0.02
RIR_008_case21_edc,3.0,3.0,3.5,1.0,1.8,1.5,2.0,1.8,1.5,0.11,0.12,0.13,0.18,0.17,0.14,0.01
RIR_008_case22_edc,3.0,3.0,3.5,1.0,1.8,1.5,2.0,1.8,1.5,0.09,0.05,0.04,0.04,0.03,0.02,0.02
RIR_008_case23_edc,3.0,3.0,3.5,1.0,1.8,1.5,2.0,1.8,1.5,0.18,0.25,0.26,0.23,0.22,0.22,0.21
RIR_008_case24_edc,3.0,3.0,3.5,1.0,1.8,1.5,2.0,1.8,1.5,0.14,0.27,0.36,0.3,0.24,0.24,0.03
RIR_008_case26_edc,3.0,3.0,3.5,1.0,1.8,1.5,2.0,1.8,1.5,0.12,0.12,0.12,0.17,0.16,0.15,0.02
RIR_008_case27_edc,3.0,3.0,3.5,1.0,1.8,1.5,2.0,1.8,1.5,0.17,0.18,0.18,0.21,0.19,0.16,0.03
RIR_008_case28_edc,3.0,3.0,3.5,1.0,1.8,1.5,2.0,1.8,1.5,0.11,0.11,0.11,0.17,0.16,0.14,0.02
RIR_008_case29_edc,3.0,3.0,3.5,1.0,1.8,1.5,2.0,1.8,1.5,0.13,0.17,0.22,0.26,0.26,0.27,0.14
RIR_008_case30_edc,3.0,3.0,3.5,1.0,1.8,1.5,2.0,1.8,1.5,0.16,0.18,0.17,0.14,0.07,0.07,0.02
RIR_008_case31_edc,3.0,3.0,3.5,1.0,1.8,1.5,2.0,1.8,1.5,0.11,0.19,0.19,0.19,0.2,0.21,0.21
RIR_009_case0_edc,3.0,3.0,3.5,2.0,2.0,1.5,1.0,1.0,1.5,0.19,0.34,0.55,0.62,0.62,0.64,0.64
RIR_009_case1_edc,3.0,3.0,3.5,2.0,2.0,1.5,1.0,1.0,1.5,0.26,0.42,0.6,0.58,0.56,0.58,0.24
RIR_009_case2_edc,3.0,3.0,3.5,2.0,2.0,1.5,1.0,1.0,1.5,0.25,0.26,0.26,0.19,0.1,0.08,0.03
RIR_009_case3_edc,3.0,3.0,3.5,2.0,2.0,1.5,1.0,1.0,1.5,0.29,0.6,0.85,0.83,0.69,0.63,0.3
RIR_009_case4_edc,3.0,3.0,3.5,2.0,2.0,1.5,1.0,1.0,1.5,0.26,0.42,0.61,0.61,0.61,0.64,0.24
RIR_009_case5_edc,3.0,3.0,3.5,2.0,2.0,1.5,1.0,1.0,1.5,0.24,0.38,0.5,0.47,0.37,0.32,0.1
RIR_009_case6_edc,3.0,3.0,3.5,2.0,2.0,1.5,1.0,1.0,1.5,0.2,0.34,0.45,0.44,0.38,0.34,0.01
RIR_009_case7_edc,3.0,3.0,3.5,2.0,2.0,1.5,1.0,1.0,1.5,0.14,0.16,0.25,0.24,0.22,0.24,0.01
RIR_009_case8_edc,3.0,3.0,3.5,2.0,2.0,1.5,1.0,1.0,1.5,0.26,0.32,0.32,0.27,0.24,0.22,0.21
RIR_009_case9_edc,3.0,3.0,3.5,2.0,2.0,1.5,1.0,1.0,1.5,0.22,0.34,0.39,0.41,0.4,0.4,0.39
RIR_009_case10_edc,3.0,3.0,3.5,2.0,2.0,1.5,1.0,1.0,1.5,0.2,0.35,0.46,0.45,0.36,0.32,0.1
RIR_009_case12_edc,3.0,3.0,3.5,2.0,2.0,1.5,1.0,1.0,1.5,0.25,0.48,0.62,0.6,0.52,0.49,0.27
RIR_009_case13_edc,3.0,3.0,3.5,2.0,2.0,1.5,1.0,1.0,1.5,0.22,0.41,0.52,0.45,0.4,0.39,0.18
RIR_009_case14_edc,3.0,3.0,3.5,2.0,2.0,1.5,1.0,1.0,1.5,0.17,0.15,0.14,0.18,0.17,0.16,0.03
RIR_009_case15_edc,3.0,3.0,3.5,2.0,2.0,1.5,1.0,1.0,1.5,0.22,0.21,0.2,0.22,0.2,0.17,0.04
RIR_009_case16_edc,3.0,3.0,3.5,2.0,2.0,1.5,1.0,1.0,1.5,0.19,0.3,0.38,0.45,0.39,0.31,0.01
RIR_009_case17_edc,3.0,3.0,3.5,2.0,2.0,1.5,1.0,1.0,1.5,0.15,0.23,0.3,0.39,0.37,0.36,0.22
RIR_009_case18_edc,3.0,3.0,3.5,2.0,2.0,1.5,1.0,1.0,1.5,0.27,0.24,0.22,0.17,0.09,0.08,0.02
RIR_009_case19_edc,3.0,3.0,3.5,2.0,2.0,1.5,1.0,1.0,1.5,0.22,0.26,0.24,0.22,0.22,0.22,0.2
RIR_009_case20_edc,3.0,3.0,3.5,2.0,2.0,1.5,1.0,1.0,1.5,0.17,0.19,0.2,0.16,0.08,0.07,0.02
RIR_009_case21_edc,3.0,3.0,3.5,2.0,2.0,1.5,1.0,1.0,1.5,0.11,0.12,0.13,0.18,0.17,0.14,0.01
RIR_009_case22_edc,3.0,3.0,3.5,2.0,2.0,1.5,1.0,1.0,1.5,0.09,0.05,0.04,0.04,0.03,0.02,0.02
RIR_009_case23_edc,3.0,3.0,3.5,2.0,2.0,1.5,1.0,1.0,1.5,0.18,0.25,0.26,0.23,0.22,0.22,0.21
RIR_009_case24_edc,3.0,3.0,3.5,2.0,2.0,1.5,1.0,1.0,1.5,0.14,0.27,0.36,0.3,0.24,0.24,0.03
RIR_009_case26_edc,3.0,3.0,3.5,2.0,2.0,1.5,1.0,1.0,1.5,0.12,0.12,0.12,0.17,0.16,0.15,0.02
RIR_009_case27_edc,3.0,3.0,3.5,2.0,2.0,1.5,1.0,1.0,1.5,0.17,0.18,0.18,0.21,0.19,0.16,0.03
RIR_009_case28_edc,3.0,3.0,3.5,2.0,2.0,1.5,1.0,1.0,1.5,0.11,0.11,0.11,0.17,0.16,0.14,0.02
RIR_009_case29_edc,3.0,3.0,3.5,2.0,2.0,1.5,1.0,1.0,1.5,0.13,0.17,0.22,0.26,0.26,0.27,0.14
RIR_009_case30_edc,3.0,3.0,3.5,2.0,2.0,1.5,1.0,1.0,1.5,0.16,0.18,0.17,0.14,0.07,0.07,0.02
RIR_009_case31_edc,3.0,3.0,3.5,2.0,2.0,1.5,1.0,1.0,1.5,0.11,0.19,0.19,0.19,0.2,0.21,0.21
RIR_010_case0_edc,3.0,3.0,4.0,1.4,2.0,1.5,1.0,1.0,1.5,0.19,0.34,0.55,0.62,0.62,0.64,0.64
RIR_010_case1_edc,3.0,3.0,4.0,1.4,2.0,1.5,1.0,1.0,1.5,0.26,0.42,0.6,0.58,0.56,0.58,0.24
RIR_010_case2_edc,3.0,3.0,4.0,1.4,2.0,1.5,1.0,1.0,1.5,0.25,0.26,0.26,0.19,0.1,0.08,0.03
RIR_010_case3_edc,3.0,3.0,4.0,1.4,2.0,1.5,1.0,1.0,1.5,0.29,0.6,0.85,0.83,0.69,0.63,0.3
RIR_010_case4_edc,3.0,3.0,4.0,1.4,2.0,1.5,1.0,1.0,1.5,0.26,0.42,0.61,0.61,0.61,0.64,0.24
RIR_010_case5_edc,3.0,3.0,4.0,1.4,2.0,1.5,1.0,1.0,1.5,0.24,0.38,0.5,0.47,0.37,0.32,0.1
RIR_010_case6_edc,3.0,3.0,4.0,1.4,2.0,1.5,1.0,1.0,1.5,0.2,0.34,0.45,0.44,0.38,0.34,0.01
RIR_010_case7_edc,3.0,3.0,4.0,1.4,2.0,1.5,1.0,1.0,1.5,0.14,0.16,0.25,0.24,0.22,0.24,0.01
RIR_010_case8_edc,3.0,3.0,4.0,1.4,2.0,1.5,1.0,1.0,1.5,0.26,0.32,0.32,0.27,0.24,0.22,0.21
RIR_010_case9_edc,3.0,3.0,4.0,1.4,2.0,1.5,1.0,1.0,1.5,0.22,0.34,0.39,0.41,0.4,0.4,0.39
RIR_010_case10_edc,3.0,3.0,4.0,1.4,2.0,1.5,1.0,1.0,1.5,0.2,0.35,0.46,0.45,0.36,0.32,0.1
RIR_010_case12_edc,3.0,3.0,4.0,1.4,2.0,1.5,1.0,1.0,1.5,0.25,0.48,0.62,0.6,0.52,0.49,0.27
RIR_010_case13_edc,3.0,3.0,4.0,1.4,2.0,1.5,1.0,1.0,1.5,0.22,0.41,0.52,0.45,0.4,0.39,0.18
RIR_010_case14_edc,3.0,3.0,4.0,1.4,2.0,1.5,1.0,1.0,1.5,0.17,0.15,0.14,0.18,0.17,0.16,0.03
RIR_010_case15_edc,3.0,3.0,4.0,1.4,2.0,1.5,1.0,1.0,1.5,0.22,0.21,0.2,0.22,0.2,0.17,0.04
RIR_010_case16_edc,3.0,3.0,4.0,1.4,2.0,1.5,1.0,1.0,1.5,0.19,0.3,0.38,0.45,0.39,0.31,0.01
RIR_010_case17_edc,3.0,3.0,4.0,1.4,2.0,1.5,1.0,1.0,1.5,0.15,0.23,0.3,0.39,0.37,0.36,0.22
RIR_010_case18_edc,3.0,3.0,4.0,1.4,2.0,1.5,1.0,1.0,1.5,0.27,0.24,0.22,0.17,0.09,0.08,0.02
RIR_010_case19_edc,3.0,3.0,4.0,1.4,2.0,1.5,1.0,1.0,1.5,0.22,0.26,0.24,0.22,0.22,0.22,0.2
RIR_010_case20_edc,3.0,3.0,4.0,1.4,2.0,1.5,1.0,1.0,1.5,0.17,0.19,0.2,0.16,0.08,0.07,0.02
RIR_010_case21_edc,3.0,3.0,4.0,1.4,2.0,1.5,1.0,1.0,1.5,0.11,0.12,0.13,0.18,0.17,0.14,0.01
RIR_010_case22_edc,3.0,3.0,4.0,1.4,2.0,1.5,1.0,1.0,1.5,0.09,0.05,0.04,0.04,0.03,0.02,0.02
RIR_010_case23_edc,3.0,3.0,4.0,1.4,2.0,1.5,1.0,1.0,1.5,0.18,0.25,0.26,0.23,0.22,0.22,0.21
RIR_010_case24_edc,3.0,3.0,4.0,1.4,2.0,1.5,1.0,1.0,1.5,0.14,0.27,0.36,0.3,0.24,0.24,0.03
RIR_010_case26_edc,3.0,3.0,4.0,1.4,2.0,1.5,1.0,1.0,1.5,0.12,0.12,0.12,0.17,0.16,0.15,0.02
RIR_010_case27_edc,3.0,3.0,4.0,1.4,2.0,1.5,1.0,1.0,1.5,0.17,0.18,0.18,0.21,0.19,0.16,0.03
RIR_010_case28_edc,3.0,3.0,4.0,1.4,2.0,1.5,1.0,1.0,1.5,0.11,0.11,0.11,0.17,0.16,0.14,0.02
RIR_010_case29_edc,3.0,3.0,4.0,1.4,2.0,1.5,1.0,1.0,1.5,0.13,0.17,0.22,0.26,0.26,0.27,0.14
RIR_010_case30_edc,3.0,3.0,4.0,1.4,2.0,1.5,1.0,1.0,1.5,0.16,0.18,0.17,0.14,0.07,0.07,0.02
RIR_010_case31_edc,3.0,3.0,4.0,1.4,2.0,1.5,1.0,1.0,1.5,0.11,0.19,0.19,0.19,0.2,0.21,0.21
RIR_011_case0_edc,3.0,3.0,4.0,1.0,1.8,1.5,2.0,1.8,1.5,0.19,0.34,0.55,0.62,0.62,0.64,0.64
RIR_011_case1_edc,3.0,3.0,4.0,1.0,1.8,1.5,2.0,1.8,1.5,0.26,0.42,0.6,0.58,0.56,0.58,0.24
RIR_011_case2_edc,3.0,3.0,4.0,1.0,1.8,1.5,2.0,1.8,1.5,0.25,0.26,0.26,0.19,0.1,0.08,0.03
RIR_011_case3_edc,3.0,3.0,4.0,1.0,1.8,1.5,2.0,1.8,1.5,0.29,0.6,0.85,0.83,0.69,0.63,0.3
RIR_011_case4_edc,3.0,3.0,4.0,1.0,1.8,1.5,2.0,1.8,1.5,0.26,0.42,0.61,0.61,0.61,0.64,0.24
RIR_011_case5_edc,3.0,3.0,4.0,1.0,1.8,1.5,2.0,1.8,1.5,0.24,0.38,0.5,0.47,0.37,0.32,0.1
RIR_011_case6_edc,3.0,3.0,4.0,1.0,1.8,1.5,2.0,1.8,1.5,0.2,0.34,0.45,0.44,0.38,0.34,0.01
RIR_011_case7_edc,3.0,3.0,4.0,1.0,1.8,1.5,2.0,1.8,1.5,0.14,0.16,0.25,0.24,0.22,0.24,0.01
RIR_011_case8_edc,3.0,3.0,4.0,1.0,1.8,1.5,2.0,1.8,1.5,0.26,0.32,0.32,0.27,0.24,0.22,0.21
RIR_011_case9_edc,3.0,3.0,4.0,1.0,1.8,1.5,2.0,1.8,1.5,0.22,0.34,0.39,0.41,0.4,0.4,0.39
RIR_011_case10_edc,3.0,3.0,4.0,1.0,1.8,1.5,2.0,1.8,1.5,0.2,0.35,0.46,0.45,0.36,0.32,0.1
RIR_011_case12_edc,3.0,3.0,4.0,1.0,1.8,1.5,2.0,1.8,1.5,0.25,0.48,0.62,0.6,0.52,0.49,0.27
RIR_011_case13_edc,3.0,3.0,4.0,1.0,1.8,1.5,2.0,1.8,1.5,0.22,0.41,0.52,0.45,0.4,0.39,0.18
RIR_011_case14_edc,3.0,3.0,4.0,1.0,1.8,1.5,2.0,1.8,1.5,0.17,0.15,0.14,0.18,0.17,0.16,0.03
RIR_011_case15_edc,3.0,3.0,4.0,1.0,1.8,1.5,2.0,1.8,1.5,0.22,0.21,0.2,0.22,0.2,0.17,0.04
RIR_011_case16_edc,3.0,3.0,4.0,1.0,1.8,1.5,2.0,1.8,1.5,0.19,0.3,0.38,0.45,0.39,0.31,0.01
RIR_011_case17_edc,3.0,3.0,4.0,1.0,1.8,1.5,2.0,1.8,1.5,0.15,0.23,0.3,0.39,0.37,0.36,0.22
RIR_011_case18_edc,3.0,3.0,4.0,1.0,1.8,1.5,2.0,1.8,1.5,0.27,0.24,0.22,0.17,0.09,0.08,0.02
RIR_011_case19_edc,3.0,3.0,4.0,1.0,1.8,1.5,2.0,1.8,1.5,0.22,0.26,0.24,0.22,0.22,0.22,0.2
RIR_011_case20_edc,3.0,3.0,4.0,1.0,1.8,1.5,2.0,1.8,1.5,0.17,0.19,0.2,0.16,0.08,0.07,0.02
RIR_011_case21_edc,3.0,3.0,4.0,1.0,1.8,1.5,2.0,1.8,1.5,0.11,0.12,0.13,0.18,0.17,0.14,0.01
RIR_011_case22_edc,3.0,3.0,4.0,1.0,1.8,1.5,2.0,1.8,1.5,0.09,0.05,0.04,0.04,0.03,0.02,0.02
RIR_011_case23_edc,3.0,3.0,4.0,1.0,1.8,1.5,2.0,1.8,1.5,0.18,0.25,0.26,0.23,0.22,0.22,0.21
RIR_011_case24_edc,3.0,3.0,4.0,1.0,1.8,1.5,2.0,1.8,1.5,0.14,0.27,0.36,0.3,0.24,0.24,0.03
RIR_011_case26_edc,3.0,3.0,4.0,1.0,1.8,1.5,2.0,1.8,1.5,0.12,0.12,0.12,0.17,0.16,0.15,0.02
RIR_011_case27_edc,3.0,3.0,4.0,1.0,1.8,1.5,2.0,1.8,1.5,0.17,0.18,0.18,0.21,0.19,0.16,0.03
RIR_011_case28_edc,3.0,3.0,4.0,1.0,1.8,1.5,2.0,1.8,1.5,0.11,0.11,0.11,0.17,0.16,0.14,0.02
RIR_011_case29_edc,3.0,3.0,4.0,1.0,1.8,1.5,2.0,1.8,1.5,0.13,0.17,0.22,0.26,0.26,0.27,0.14
RIR_011_case30_edc,3.0,3.0,4.0,1.0,1.8,1.5,2.0,1.8,1.5,0.16,0.18,0.17,0.14,0.07,0.07,0.02
RIR_011_case31_edc,3.0,3.0,4.0,1.0,1.8,1.5,2.0,1.8,1.5,0.11,0.19,0.19,0.19,0.2,0.21,0.21
RIR_012_case0_edc,3.0,3.0,4.0,2.0,2.0,1.5,1.0,1.0,1.5,0.19,0.34,0.55,0.62,0.62,0.64,0.64
RIR_012_case1_edc,3.0,3.0,4.0,2.0,2.0,1.5,1.0,1.0,1.5,0.26,0.42,0.6,0.58,0.56,0.58,0.24
RIR_012_case2_edc,3.0,3.0,4.0,2.0,2.0,1.5,1.0,1.0,1.5,0.25,0.26,0.26,0.19,0.1,0.08,0.03
RIR_012_case3_edc,3.0,3.0,4.0,2.0,2.0,1.5,1.0,1.0,1.5,0.29,0.6,0.85,0.83,0.69,0.63,0.3
RIR_012_case4_edc,3.0,3.0,4.0,2.0,2.0,1.5,1.0,1.0,1.5,0.26,0.42,0.61,0.61,0.61,0.64,0.24
RIR_012_case5_edc,3.0,3.0,4.0,2.0,2.0,1.5,1.0,1.0,1.5,0.24,0.38,0.5,0.47,0.37,0.32,0.1
RIR_012_case6_edc,3.0,3.0,4.0,2.0,2.0,1.5,1.0,1.0,1.5,0.2,0.34,0.45,0.44,0.38,0.34,0.01
RIR_012_case7_edc,3.0,3.0,4.0,2.0,2.0,1.5,1.0,1.0,1.5,0.14,0.16,0.25,0.24,0.22,0.24,0.01
RIR_012_case8_edc,3.0,3.0,4.0,2.0,2.0,1.5,1.0,1.0,1.5,0.26,0.32,0.32,0.27,0.24,0.22,0.21
RIR_012_case9_edc,3.0,3.0,4.0,2.0,2.0,1.5,1.0,1.0,1.5,0.22,0.34,0.39,0.41,0.4,0.4,0.39
RIR_012_case10_edc,3.0,3.0,4.0,2.0,2.0,1.5,1.0,1.0,1.5,0.2,0.35,0.46,0.45,0.36,0.32,0.1
RIR_012_case12_edc,3.0,3.0,4.0,2.0,2.0,1.5,1.0,1.0,1.5,0.25,0.48,0.62,0.6,0.52,0.49,0.27
RIR_012_case13_edc,3.0,3.0,4.0,2.0,2.0,1.5,1.0,1.0,1.5,0.22,0.41,0.52,0.45,0.4,0.39,0.18
RIR_012_case14_edc,3.0,3.0,4.0,2.0,2.0,1.5,1.0,1.0,1.5,0.17,0.15,0.14,0.18,0.17,0.16,0.03
RIR_012_case15_edc,3.0,3.0,4.0,2.0,2.0,1.5,1.0,1.0,1.5,0.22,0.21,0.2,0.22,0.2,0.17,0.04
RIR_012_case16_edc,3.0,3.0,4.0,2.0,2.0,1.5,1.0,1.0,1.5,0.19,0.3,0.38,0.45,0.39,0.31,0.01
RIR_012_case17_edc,3.0,3.0,4.0,2.0,2.0,1.5,1.0,1.0,1.5,0.15,0.23,0.3,0.39,0.37,0.36,0.22
RIR_012_case18_edc,3.0,3.0,4.0,2.0,2.0,1.5,1.0,1.0,1.5,0.27,0.24,0.22,0.17,0.09,0.08,0.02
RIR_012_case19_edc,3.0,3.0,4.0,2.0,2.0,1.5,1.0,1.0,1.5,0.22,0.26,0.24,0.22,0.22,0.22,0.2
RIR_012_case20_edc,3.0,3.0,4.0,2.0,2.0,1.5,1.0,1.0,1.5,0.17,0.19,0.2,0.16,0.08,0.07,0.02
RIR_012_case21_edc,3.0,3.0,4.0,2.0,2.0,1.5,1.0,1.0,1.5,0.11,0.12,0.13,0.18,0.17,0.14,0.01
RIR_012_case22_edc,3.0,3.0,4.0,2.0,2.0,1.5,1.0,1.0,1.5,0.09,0.05,0.04,0.04,0.03,0.02,0.02
RIR_012_case23_edc,3.0,3.0,4.0,2.0,2.0,1.5,1.0,1.0,1.5,0.18,0.25,0.26,0.23,0.22,0.22,0.21
RIR_012_case24_edc,3.0,3.0,4.0,2.0,2.0,1.5,1.0,1.0,1.5,0.14,0.27,0.36,0.3,0.24,0.24,0.03
RIR_012_case26_edc,3.0,3.0,4.0,2.0,2.0,1.5,1.0,1.0,1.5,0.12,0.12,0.12,0.17,0.16,0.15,0.02
RIR_012_case27_edc,3.0,3.0,4.0,2.0,2.0,1.5,1.0,1.0,1.5,0.17,0.18,0.18,0.21,0.19,0.16,0.03
RIR_012_case28_edc,3.0,3.0,4.0,2.0,2.0,1.5,1.0,1.0,1.5,0.11,0.11,0.11,0.17,0.16,0.14,0.02
RIR_012_case29_edc,3.0,3.0,4.0,2.0,2.0,1.5,1.0,1.0,1.5,0.13,0.17,0.22,0.26,0.26,0.27,0.14
RIR_012_case30_edc,3.0,3.0,4.0,2.0,2.0,1.5,1.0,1.0,1.5,0.16,0.18,0.17,0.14,0.07,0.07,0.02
RIR_012_case31_edc,3.0,3.0,4.0,2.0,2.0,1.5,1.0,1.0,1.5,0.11,0.19,0.19,0.19,0.2,0.21,0.21
RIR_013_case0_edc,3.0,3.5,2.5,1.8,2.2,1.5,1.0,1.4,1.5,0.19,0.34,0.55,0.62,0.62,0.64,0.64
RIR_013_case1_edc,3.0,3.5,2.5,1.8,2.2,1.5,1.0,1.4,1.5,0.26,0.42,0.6,0.58,0.56,0.58,0.24
RIR_013_case2_edc,3.0,3.5,2.5,1.8,2.2,1.5,1.0,1.4,1.5,0.25,0.26,0.26,0.19,0.1,0.08,0.03
RIR_013_case3_edc,3.0,3.5,2.5,1.8,2.2,1.5,1.0,1.4,1.5,0.29,0.6,0.85,0.83,0.69,0.63,0.3
RIR_013_case4_edc,3.0,3.5,2.5,1.8,2.2,1.5,1.0,1.4,1.5,0.26,0.42,0.61,0.61,0.61,0.64,0.24
RIR_013_case5_edc,3.0,3.5,2.5,1.8,2.2,1.5,1.0,1.4,1.5,0.24,0.38,0.5,0.47,0.37,0.32,0.1
